id,fase,señal_base,variantes,intención,fuente,tipo,peso,url_fuente,fecha_hallazgo,confiabilidad
f4_121,Fase4,plaza,"controlar la plaza, defender la plaza, pelear la plaza",territorio,Animal Político,operativo,0.65,https://animalpolitico.com/2017/09/tacha-buchon-encobijado-mundo-los-narcos-se-ha-infiltrado-espanol-mexico,2026-04-25T00:47:39.183492,alta
f4_122,Fase4,buchón,"ser buchón, vida buchona, buchones",identidad_criminal,Animal Político,sociocultural,0.5,https://animalpolitico.com/2017/09/tacha-buchon-encobijado-mundo-los-narcos-se-ha-infiltrado-espanol-mexico,2026-04-25T00:47:39.183492,media
f1_144,Fase1,te pasamos al otro lado,"cruzamos la frontera, te llevamos a USA",tráfico_migrantes,N+/Colmex,económica,0.7,https://www.nmas.com.mx/nacional/seguridad/emojis-hashtags-y-canciones-las-estrategias-del-narco-para-reclutar-en-tiktok/,2026-04-25T00:47:39.183492,alta
f1_145,Fase1,aquí no importa si tienes antecedentes,"con o sin antecedentes, no pedimos fedepol",oferta_falsa,Derivado,económica,0.6,,2026-04-25T00:47:39.183492,baja
f1_146,Fase1,sueldo desde el primer día,"pagas inmediatas, cobras desde hoy",incentivo,Derivado,económica,0.55,,2026-04-25T00:47:39.183492,baja
f2_115,Fase2,no le digas a nadie de este trabajo,"es confidencial, no cuentes, entre nosotros",aislamiento,Derivado,funcional,0.7,,2026-04-25T00:47:39.183492,baja
f2_116,Fase2,borra los mensajes después de leerlos,"borra el chat, no dejes rastro, elimina la conversación",evasión,Derivado,funcional,0.75,,2026-04-25T00:47:39.183492,baja
f2_117,Fase2,te vamos a dar un radio,"comunicación por radio, frecuencia privada",reclutamiento_operativo,Infobae,funcional,0.7,https://www.infobae.com/mexico/2025/11/15/desde-el-halcon-hasta-el-patron-asi-funciona-la-estructura-interna-de-los-carteles-mexicanos/,2026-04-25T00:47:39.183492,media
f1_147,Fase1,18 mil pesos quincenales interesados escribir,"18k quincenal, interesados inbox, manden mensaje",reclutamiento_explícito,Infobae,económica,0.85,https://www.infobae.com/mexico/2024/02/04/las-ofertas-laborales-del-narco-asi-es-como-el-crimen-organizado-recluta-a-jovenes-en-redes/,2026-04-25T00:47:39.183492,alta
f1_148,Fase1,trabajo para el CDN,"Cártel del Noreste trabajo, CDN recluta",identidad_cartel,Infobae,funcional,0.8,https://www.infobae.com/mexico/2024/02/04/las-ofertas-laborales-del-narco-asi-es-como-el-crimen-organizado-recluta-a-jovenes-en-redes/,2026-04-25T00:47:39.183492,alta
f2_118,Fase2,ven a una entrevista de trabajo,"acude a la entrevista, te esperamos para platicar",enganche_laboral,El Imparcial,funcional,0.75,https://www.elimparcial.com/mexico/2026/04/24/tres-adolescentes-desaparecen-en-tijuana-tras-acudir-a-una-oferta-de-trabajo-lo-que-se-sabe-y-como-evitar-caer-en-enganos/,2026-04-25T00:47:39.183492,alta
f2_119,Fase2,te trasladamos a otro estado,"te llevamos a otro lugar, reubicación",enganche,Infobae,funcional,0.8,https://www.infobae.com/mexico/2026/04/19/ofertas-de-trabajo-falsas-en-redes-sociales-una-trampa-que-puede-terminar-en-violacion-o-secuestro/,2026-04-25T00:47:39.183492,alta
f1_149,Fase1,voy para sicario de las 4 letras nadie me obliga,"voy por voluntad propia, yo quiero ser de las 4 letras",auto_reclutamiento,Infobae,sociocultural,0.85,https://www.infobae.com/mexico/2025/04/06/estas-son-las-cuatro-modalidades-de-reclutamiento-que-el-cjng-utiliza-para-hacer-crecer-sus-ejercitos/,2026-04-25T00:51:26.142270,alta
f3_097,Fase3,tú vas para la escuela de sicarios,"vas a la escuela, te vamos a entrenar, escuela del CJNG",reclutamiento_forzado,Infobae,coercion,0.95,https://www.infobae.com/mexico/2025/04/06/estas-son-las-cuatro-modalidades-de-reclutamiento-que-el-cjng-utiliza-para-hacer-crecer-sus-ejercitos/,2026-04-25T00:51:26.142270,alta
f3_098,Fase3,voy a levantarte a ti y a toda tu familia la voy a matar,"levanto a tu familia, mato a los tuyos, tu familia paga",amenaza_familiar,Infobae,coercion,1.0,https://www.infobae.com/mexico/2025/04/06/estas-son-las-cuatro-modalidades-de-reclutamiento-que-el-cjng-utiliza-para-hacer-crecer-sus-ejercitos/,2026-04-25T00:51:26.142270,alta
f1_150,Fase1,vacante de guardia de seguridad 3000 semanales,"guardia seguridad 3mil, puesto de seguridad semanal",oferta_falsa,Infobae,económica,0.8,https://www.infobae.com/mexico/2024/11/11/exrecluta-del-cjng-narra-como-se-unio-al-grupo-criminal-de-el-mencho-tras-caer-en-trampa-de-falsa-oferta-laboral/,2026-04-25T00:51:26.142270,alta
f2_120,Fase2,Uber pagado para el traslado a la entrevista,"te mandamos Uber, transporte gratis a entrevista",enganche_laboral,Infobae,funcional,0.75,https://www.infobae.com/mexico/2024/11/11/exrecluta-del-cjng-narra-como-se-unio-al-grupo-criminal-de-el-mencho-tras-caer-en-trampa-de-falsa-oferta-laboral/,2026-04-25T00:51:26.142270,alta
f2_121,Fase2,breve entrenamiento de tres días,"entrenamiento corto, solo 3 días de capacitación",enganche_laboral,Infobae,funcional,0.75,https://www.infobae.com/mexico/2024/11/11/exrecluta-del-cjng-narra-como-se-unio-al-grupo-criminal-de-el-mencho-tras-caer-en-trampa-de-falsa-oferta-laboral/,2026-04-25T00:51:26.142270,alta
f3_099,Fase3,aquí vienes a ser sicario,"aquí eres sicario, tu trabajo es matar",imposición,Infobae,coercion,0.95,https://www.infobae.com/mexico/2024/11/11/exrecluta-del-cjng-narra-como-se-unio-al-grupo-criminal-de-el-mencho-tras-caer-en-trampa-de-falsa-oferta-laboral/,2026-04-25T00:51:26.142270,alta
f3_100,Fase3,aquí ya no eres tú eres tu alias,"ya no eres Luis eres Tocino, tu nuevo nombre es",control_identidad,Infobae,coercion,0.85,https://www.infobae.com/mexico/2024/11/11/exrecluta-del-cjng-narra-como-se-unio-al-grupo-criminal-de-el-mencho-tras-caer-en-trampa-de-falsa-oferta-laboral/,2026-04-25T00:51:26.142270,alta
f3_101,Fase3,tienes que pedir autorización para todo,"permiso para todo, pedir permiso hasta para tomar agua",control_total,Infobae,coercion,0.9,https://www.infobae.com/mexico/2024/11/11/exrecluta-del-cjng-narra-como-se-unio-al-grupo-criminal-de-el-mencho-tras-caer-en-trampa-de-falsa-oferta-laboral/,2026-04-25T00:51:26.142270,alta
f4_123,Fase4,código 14 pecho tierra código 15 posición de tiro,"código militar, códigos operativos, código de entrenamiento",instrucción_militar,Infobae,operativo,0.8,https://www.infobae.com/mexico/2024/11/11/exrecluta-del-cjng-narra-como-se-unio-al-grupo-criminal-de-el-mencho-tras-caer-en-trampa-de-falsa-oferta-laboral/,2026-04-25T00:51:26.142270,alta
f3_102,Fase3,cuidar a la gente y proteger al pueblo,"proteger al pueblo, cuidar la gente, defender la comunidad",eufemismo,Infobae,emocional,0.7,https://www.infobae.com/mexico/2024/11/11/exrecluta-del-cjng-narra-como-se-unio-al-grupo-criminal-de-el-mencho-tras-caer-en-trampa-de-falsa-oferta-laboral/,2026-04-25T00:51:26.142270,alta
f2_122,Fase2,CD9 o Code 9,"CD9, Code 9 (padres cerca)",código_seguridad,AFP,funcional,0.65,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_123,Fase2,GNOC,"GNOC (get naked on camera), desnúdate en cámara",explotación,AFP,funcional,0.85,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_124,Fase2,LMIRL,"LMIRL (let us meet in real life), nos vemos en persona",escalamiento,AFP,funcional,0.8,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_125,Fase2,NP4NP,"NP4NP (nude pic for nude pic), foto por foto desnudo",explotación,AFP,funcional,0.85,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_126,Fase2,P911 o PIR,"P911, PIR (parent in room), POS (parent over shoulder)",código_seguridad,AFP,funcional,0.6,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_127,Fase2,TDTM,"TDTM (talk dirty to me), habla sucio",escalamiento,AFP,funcional,0.75,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_128,Fase2,1174,"1174 (nude club), club de desnudos",código_numerico,AFP,funcional,0.7,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_129,Fase2,143,"143 (I love you), te quiero en código",manipulación_emocional,AFP,funcional,0.5,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_130,Fase2,sneaky link,sneaky link (encuentro sexual secreto),escalamiento,AFP,funcional,0.7,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_131,Fase2,catch a case,catch a case (dispuesto a ser arrestado por sexo ilegal),predatorio,AFP,funcional,0.8,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_132,Fase2,🍑 emoji durazno,"🍑 peach, emoji sexual",código_emoji_predador,AFP,simbólica,0.6,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_133,Fase2,🤤 emoji cara babeando,"🤤 drooling face, deseo sexual",código_emoji_predador,AFP,simbólica,0.6,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_134,Fase2,🍜 emoji fideos,"🍜 ramen bowl, noodles (nude pictures)",código_emoji_predador,AFP,simbólica,0.7,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_135,Fase2,🌽 emoji maíz,🌽 corn emoji (bypass de restricciones),evasión_filtro,AFP,simbólica,0.55,https://www.afp.gov.au/news-centre/media-release/afp-releases-glossary-terms-used-some-sex-predators-groom-children,2026-04-25T00:51:26.142270,alta
f2_136,Fase2,se fue con el novio,"se la llevó el novio, se fue con su pareja",normalización_trata,Consejo Ciudadano,emocional,0.7,https://consejociudadanomx.org/contenido/detectamos-nuevos-medios-de-captacion-en-trata-de-personas,2026-04-25T00:51:26.142270,alta
f2_137,Fase2,ven conmigo te voy a cuidar,"yo te cuido, te protejo, estás segura conmigo",enganche_sentimental,UNODC,emocional,0.75,https://www.unodc.org/lpomex/es/articulos/2022/uso-y-abuso-de-la-tecnologa-en-el-enganche-a-vctimas-de-trata-de-personas.html,2026-04-25T00:51:26.142270,alta
f2_138,Fase2,te ofrezco trabajo de modelo,"trabajo de modelo, edecán, imagen",oferta_falsa_trata,Consejo Ciudadano,económica,0.75,https://consejociudadanomx.org/contenido/detectamos-nuevos-medios-de-captacion-en-trata-de-personas,2026-04-25T00:51:26.142270,alta
f2_139,Fase2,vámonos a vivir juntos,"nos vamos a otro estado, empecemos una vida",aislamiento_trata,Lado B,emocional,0.8,https://www.ladobe.com.mx/2019/11/de-amor-mentiras-y-trabajo-los-metodos-de-trata/,2026-04-25T00:51:26.142270,alta
f3_103,Fase3,ya no puedes hablar con tu familia,"corta con tu familia, no hables con ellos, no los necesitas",aislamiento_forzado,UNODC,coercion,0.9,https://www.unodc.org/lpomex/es/articulos/2022/uso-y-abuso-de-la-tecnologa-en-el-enganche-a-vctimas-de-trata-de-personas.html,2026-04-25T00:51:26.142270,alta
f1_151,Fase1,mis tíos me daban dinero carros joyas,"me regalaban cosas, me daban ropa cara, me daban lana",incentivo_familiar,Univision,económica,0.8,https://www.univision.com/noticias/narcotrafico/testimonios-de-ninos-reclutados-por-el-narco-en-mexico,2026-04-25T00:51:26.142270,alta
f1_152,Fase1,a los 14 años entré al cartel,"entré chamaco, desde los 14, empecé de morro",auto_reclutamiento,Univision,sociocultural,0.75,https://www.univision.com/noticias/narcotrafico/testimonios-de-ninos-reclutados-por-el-narco-en-mexico,2026-04-25T00:51:26.142270,alta
f3_104,Fase3,era como matar animales,"matar era normal, como matar un pollo, no sentía nada",desensibilización,Infobae,coercion,0.9,https://www.infobae.com/mexico/2023/11/26/era-como-matar-animales-el-crudo-testimonio-de-mauricio-un-menor-reclutado-por-el-cartel-del-noroeste/,2026-04-25T00:51:26.142270,alta
f3_105,Fase3,maté a mi mejor amigo por lealtad al cartel,"matar por lealtad, prueba de lealtad, demostrar que eres fiel",prueba_lealtad,Hora Cero,coercion,0.95,https://horacero.com.mx/nacional/mate-a-mi-mejor-amigo-por-lealtad-al-cartel-testimonio-del-reclutamiento-infantil-en-el-narco,2026-04-25T00:51:26.142270,alta
f1_153,Fase1,te regalamos juguetes y dulces,"regalos navideños, dulces del cartel, juguetes gratis",captación_inicial,Infobae,sociocultural,0.65,https://www.infobae.com/mexico/2025/12/25/juguetes-dulces-y-reclutamiento-de-menores-el-trasfondo-de-la-navidad-para-el-crimen-organizado-en-mexico/,2026-04-25T00:51:26.142270,alta
f1_154,Fase1,el reclutamiento empieza con la normalización,"normalizar al grupo, el cartel es parte del barrio",normalización,Infobae,sociocultural,0.6,https://www.infobae.com/mexico/2025/12/25/juguetes-dulces-y-reclutamiento-de-menores-el-trasfondo-de-la-navidad-para-el-crimen-organizado-en-mexico/,2026-04-25T00:51:26.142270,alta
f2_140,Fase2,primero vigilar después entregar mensajes,"empieza con halconeo, luego llevas recados, paso a paso",escalamiento_gradual,Infobae,funcional,0.75,https://www.infobae.com/mexico/2025/12/25/juguetes-dulces-y-reclutamiento-de-menores-el-trasfondo-de-la-navidad-para-el-crimen-organizado-en-mexico/,2026-04-25T00:51:26.142270,alta
f3_106,Fase3,te estoy rastreando por el celular,"te tengo ubicado, sé dónde estás, GPS activado",vigilancia,eSafety,coercion,0.85,https://www.esafety.gov.au/key-topics/domestic-family-violence/coercive-control,2026-04-25T00:51:26.142270,media
f3_107,Fase3,te controlo el dinero,"yo manejo tu dinero, no puedes gastar sin mi permiso",control_financiero,eSafety,coercion,0.8,https://www.esafety.gov.au/key-topics/domestic-family-violence/coercive-control,2026-04-25T00:51:26.142270,media
f3_108,Fase3,voy a compartir tus fotos privadas,"comparto tu pack, difundo tus íntimas",amenaza_digital,eSafety,coercion,0.9,https://www.esafety.gov.au/key-topics/domestic-family-violence/coercive-control,2026-04-25T00:51:26.142270,media
f3_109,Fase3,te estoy vigilando las redes,"reviso tu Face, veo tu WhatsApp, monitoreo tus redes",vigilancia_digital,eSafety,coercion,0.75,https://www.esafety.gov.au/key-topics/domestic-family-violence/coercive-control,2026-04-25T00:51:26.142270,media
f4_124,Fase4,pusher,"push, dealer, el que vende",rol_narcomenudeo,Vice,operativo,0.55,https://www.vice.com/es/article/narcos-mexicanos-bautizan-droga-despistar-policia/,2026-04-25T00:51:26.142270,media
f4_125,Fase4,efectivo,"parna, de confianza, el que vende bien",rol_narcomenudeo,Vice,operativo,0.5,https://www.vice.com/es/article/narcos-mexicanos-bautizan-droga-despistar-policia/,2026-04-25T00:51:26.142270,media
f4_126,Fase4,cacique,"jefe de punto, el que manda el punto",rol_narcomenudeo,Vice,operativo,0.55,https://www.vice.com/es/article/narcos-mexicanos-bautizan-droga-despistar-policia/,2026-04-25T00:51:26.142270,media
f4_127,Fase4,blanca blanquiñosa fifí,"blanca, fifí, clorofila (cocaína)",código_droga,Vice,operativo,0.55,https://www.vice.com/es/article/narcos-mexicanos-bautizan-droga-despistar-policia/,2026-04-25T00:51:26.142270,media
f1_155,Fase1,12 mil pesos a la semana en redes sociales,"12k semanal, doce mil por semana",incentivo_económico,Sopitas,económica,0.8,https://www.sopitas.com/teuchitlan-reclutamiento-cjng-redes-sociales/,2026-04-25T00:51:26.142270,alta
f1_156,Fase1,vacante de asistente de oficina,"ayudante de oficina, asistente administrativo falso",oferta_falsa,Infobae,económica,0.65,https://www.infobae.com/mexico/2025/04/06/estas-son-las-cuatro-modalidades-de-reclutamiento-que-el-cjng-utiliza-para-hacer-crecer-sus-ejercitos/,2026-04-25T00:51:26.142270,alta
f1_157,Fase1,vacante de ayudante de limpieza,"personal de limpieza, intendencia falsa",oferta_falsa,Infobae,económica,0.6,https://www.infobae.com/mexico/2025/04/06/estas-son-las-cuatro-modalidades-de-reclutamiento-que-el-cjng-utiliza-para-hacer-crecer-sus-ejercitos/,2026-04-25T00:51:26.142270,alta
f2_141,Fase2,entrevista de trabajo con examen médico,"evaluación médica falsa, examen para contratación",enganche_laboral,Infobae,funcional,0.7,https://www.infobae.com/mexico/2025/04/06/estas-son-las-cuatro-modalidades-de-reclutamiento-que-el-cjng-utiliza-para-hacer-crecer-sus-ejercitos/,2026-04-25T00:51:26.142270,alta
f2_142,Fase2,transferimos a Zacatecas para entrenamiento,"te mandamos a Zacatecas, viajas a otro estado para capacitación",traslado,Milenio,funcional,0.8,https://www.milenio.com/policia/cjng-asi-reclutan-personas-en-redes-sociales-con-ofertas-laborales,2026-04-25T00:51:26.142270,alta
f1_158,Fase1,la Chapiza recluta,"únete a la Chapiza, Chapitos reclutan, trabaja con los Chapitos",identidad_cartel,Infobae,sociocultural,0.75,https://www.infobae.com/mexico/2025/09/09/propaganda-digital-y-reclutamiento-forzado-el-nuevo-rostro-del-cartel-de-sinaloa-a-un-ano-de-su-guerra-interna/,2026-04-25T00:51:26.142270,alta
f1_159,Fase1,propaganda narco en TikTok armas y dinero,"videos con armas, fajos de billetes, camionetas blindadas",narcopropaganda,Infobae,sociocultural,0.65,https://www.infobae.com/mexico/2025/09/09/propaganda-digital-y-reclutamiento-forzado-el-nuevo-rostro-del-cartel-de-sinaloa-a-un-ano-de-su-guerra-interna/,2026-04-25T00:51:26.142270,alta
f1_160,Fase1,c0cin3r0,"coc1nero, c0cinero (leet)",evasión_filtro,Derivado,funcional,0.5,,2026-04-25T00:51:26.142270,baja
f1_161,Fase1,h4lc0ne0,"halcon30, h4lconeo (leet)",evasión_filtro,Derivado,funcional,0.5,,2026-04-25T00:51:26.142270,baja
f1_162,Fase1,m4t4r,"mat4r, m4tar (leet)",evasión_filtro,Derivado,funcional,0.5,,2026-04-25T00:51:26.142270,baja
f3_110,Fase3,te v0y a ub1car,"t3 ubico, te v0y a encontrar (leet)",amenaza_evasiva,Derivado,coercion,0.6,,2026-04-25T00:51:26.142270,baja
f1_163,Fase1,pl4z4,"plaz4, pl4za (leet)",evasión_filtro,Derivado,funcional,0.45,,2026-04-25T00:51:26.142270,baja
f1_164,Fase1,te damos camioneta y arma,"troca nueva, camioneta blindada, pistola propia",incentivo_material,Derivado,económica,0.7,,2026-04-25T00:51:26.142270,baja
f1_165,Fase1,ropa táctica y botas,"uniforme táctico, te vestimos, equipo completo",incentivo_material,Proceso,económica,0.65,https://www.proceso.com.mx/nacional/2025/3/24/teuchitlan-asi-operaba-el-lastra-para-reclutar-personas-para-el-cjng-en-el-rancho-izaguirre-347986.html,2026-04-25T00:51:26.142270,alta
f3_111,Fase3,sabemos dónde vive tu familia,"tenemos ubicada a tu familia, sabemos de tu mamá",amenaza_familiar,Derivado,coercion,0.95,,2026-04-25T00:51:26.142270,media
f3_112,Fase3,le va a pasar algo a tu mamá,"tu mamá paga, tu jefa va a sufrir",amenaza_familiar,Derivado,coercion,0.95,,2026-04-25T00:51:26.142270,media
f3_113,Fase3,si hablas con la policía te matamos,"no vayas con los puercos, nada de policía, cuidado con los federales",amenaza_silencio,Derivado,coercion,0.95,,2026-04-25T00:51:26.142270,media
f3_114,Fase3,es normal ya te acostumbras,"te vas acostumbrando, con el tiempo se hace fácil",desensibilización,Derivado,emocional,0.7,,2026-04-25T00:51:26.142270,baja
f3_115,Fase3,aquí o te chingas o te chingan,"es matar o morir, kill or be killed",amenaza_existencial,Derivado,coercion,0.85,,2026-04-25T00:51:26.142270,media
f4_128,Fase4,quédate en tu punto,"no te muevas del punto, vigila tu zona",orden_directa,Derivado,operativo,0.7,,2026-04-25T00:51:26.142270,baja
f4_129,Fase4,reporta cada hora,"manda reporte, informa cada hora, checa y reporta",orden_directa,Derivado,operativo,0.65,,2026-04-25T00:51:26.142270,baja
f4_130,Fase4,ya viene la marina,"vienen los guachos, viene el ejército, alerta militar",código_alerta,Derivado,operativo,0.7,,2026-04-25T00:51:26.142270,baja
f4_131,Fase4,hay paquete en la bodega,"recoge el paquete, hay carga, ya está el pedido",código_operativo,Derivado,operativo,0.65,,2026-04-25T00:51:26.142270,baja
f2_143,Fase2,cuántos años tienes,"qué edad tienes, eres mayor de edad, eres menor",perfilamiento,Derivado,funcional,0.6,,2026-04-25T00:51:26.142270,baja
f2_144,Fase2,vives solo o con tus papás,"con quién vives, tienes familia, están tus papás",perfilamiento,Derivado,funcional,0.65,,2026-04-25T00:51:26.142270,baja
f2_145,Fase2,en qué zona vives,"de dónde eres, qué colonia, cuál es tu barrio",perfilamiento,Derivado,funcional,0.6,,2026-04-25T00:51:26.142270,baja
f2_146,Fase2,tienes broncas con alguien,"tienes pedos, te llevas mal con alguien, tienes enemigos",perfilamiento,Derivado,funcional,0.6,,2026-04-25T00:51:26.142270,baja
f2_147,Fase2,usa esta app es más privada,"bájate esta app, esta es más segura, Telegram o Signal",migración_plataforma,Derivado,funcional,0.7,,2026-04-25T00:51:26.142270,baja
f2_148,Fase2,no uses tu nombre real,"pon un alias, usa nombre falso, crea cuenta nueva",anonimización,Derivado,funcional,0.65,,2026-04-25T00:51:26.142270,baja
f1_166,Fase1,la buena vida buchona,"vida buchona, lifestyle buchón, así se vive",aspiracional,Animal Político,sociocultural,0.5,https://animalpolitico.com/2017/09/tacha-buchon-encobijado-mundo-los-narcos-se-ha-infiltrado-espanol-mexico,2026-04-25T00:51:26.142270,media
f1_167,Fase1,Fuerza Regida Peso Pluma vida narco,"corridos de Fuerza Regida, música de Peso Pluma, rolas bélicas",narcocultura,Colmex,sociocultural,0.45,,2026-04-25T00:51:26.142270,media
f1_168,Fase1,te ayudamos a cruzar te damos trabajo del otro lado,"cruzas y trabajas, empleo en USA, te sacamos de México",incentivo_migración,Derivado,económica,0.7,,2026-04-25T00:51:26.142270,baja
f2_149,Fase2,yo soy el único que te entiende,"nadie te comprende como yo, solo yo te apoyo",manipulación_emocional,Derivado,emocional,0.7,,2026-04-25T00:51:26.142270,baja
f2_150,Fase2,tus papás no te quieren,"tu familia no te valora, ellos no te apoyan",aislamiento_emocional,Derivado,emocional,0.75,,2026-04-25T00:51:26.142270,baja
f2_151,Fase2,aquí eres alguien aquí te respetan,"aquí vales, te damos respeto, aquí eres importante",aspiracional,Derivado,emocional,0.7,,2026-04-25T00:51:26.142270,baja
f2_152,Fase2,yo te voy a dar lo que tu familia no te da,"te doy lo que tus papás no, yo sí te apoyo",manipulación_emocional,Derivado,emocional,0.75,,2026-04-25T00:51:26.142270,baja
f2_153,Fase2,hagamos ranked juntos en Free Fire,"ranked, partida ranked, subimos de nivel juntos",contacto_gaming,Derivado,funcional,0.55,,2026-04-25T00:51:26.142270,baja
f2_154,Fase2,te paso mi ID de Free Fire,"agrégame en el juego, mi usuario es, add me",contacto_gaming,Derivado,funcional,0.5,,2026-04-25T00:51:26.142270,baja
f2_155,Fase2,te compro el pase de batalla,"pase gratis, te lo regalo, yo te compro el pass",incentivo_gaming,Derivado,funcional,0.6,,2026-04-25T00:51:26.142270,baja
f2_156,Fase2,prende tu cámara quiero verte,"enciende la cam, ponle cámara, video call",escalamiento,Derivado,funcional,0.7,,2026-04-25T00:51:26.142270,baja
f2_157,Fase2,hazme un stream privado,"stream solo para mí, transmite en privado",escalamiento,Derivado,funcional,0.75,,2026-04-25T00:51:26.142270,baja
f4_132,Fase4,manda por Oxxo,"depósito Oxxo, envía por Spin, transferencia BBVA",transferencia_código,Derivado,operativo,0.55,,2026-04-25T00:51:26.142270,baja
f4_133,Fase4,manda cripto,"paga en bitcoin, manda USDT, billetera crypto",transferencia_código,Derivado,operativo,0.55,,2026-04-25T00:51:26.142270,baja
f3_116,Fase3,ya no puedes irte debes dinero,"nos debes, tienes deuda, pagas primero",retención_deuda,Derivado,coercion,0.85,,2026-04-25T00:51:26.142270,media
f3_117,Fase3,si te vas te buscamos,"no te puedes esconder, te encontramos donde sea",amenaza_deserción,Derivado,coercion,0.9,,2026-04-25T00:51:26.142270,media
f1_169,Fase1,aquí todos trabajan desde chavos,"todos empezaron jóvenes, de morros empiezan",normalización,Derivado,sociocultural,0.55,,2026-04-25T00:51:26.142270,baja
f1_170,Fase1,el gobierno no te va a ayudar,"el gobierno vale, nadie te ayuda, aquí sí hay apoyo",desconfianza_institucional,Derivado,sociocultural,0.6,,2026-04-25T00:51:26.142270,baja
f2_158,Fase2,todos tus compas ya están aquí,"tus amigos ya entraron, todos están trabajando",presión_social,Derivado,emocional,0.7,,2026-04-25T00:51:26.142270,baja
f2_159,Fase2,qué no tienes huevos,"eres gallina, no te atrevas, no seas rajón",presión_masculinidad,Derivado,emocional,0.65,,2026-04-25T00:51:26.142270,baja
f4_134,Fase4,la gente ya subió,"la gente está lista, ya están los compas, ya subieron",código_operativo,Derivado,operativo,0.6,,2026-04-25T00:51:26.142270,baja
f4_135,Fase4,llévate el plomo,"carga la mercancía, agarra el fierro, lleva el equipo",orden_directa,Derivado,operativo,0.75,,2026-04-25T00:51:26.142270,baja
f2_160,Fase2,te agrego al grupo de WhatsApp,"te meto al grupo, entra al grupo, link del grupo",contacto_grupo,Derivado,funcional,0.65,,2026-04-25T00:51:26.142270,baja
f2_161,Fase2,manda ubicación para recogerte,"comparte tu ubicación, pasa tu ubis, manda pin",enganche,Derivado,funcional,0.8,,2026-04-25T00:51:26.142270,media
f4_136,Fase4,te hacemos credencial falsa,"INE falsa, credencial de la empresa, identificación",operativo,Derivado,operativo,0.6,,2026-04-25T00:51:26.142270,baja
f3_118,Fase3,no robar no drogarse no pelearse,"reglas del campo, las tres reglas, prohibido robar drogar pelear",control_entrenamiento,Infobae,coercion,0.8,https://www.infobae.com/mexico/2025/03/19/no-robar-no-drogarse-y-no-pelearse-testimonios-revelan-las-reglas-en-escuela-de-sicarios-del-cjng/,2026-04-25T00:55:23.959361,alta
f3_119,Fase3,la única forma de salir es con los pies por delante,"sales muerto, la salida es la muerte, no hay salida vivo",amenaza_muerte,Infobae,coercion,1.0,https://www.infobae.com/mexico/2025/03/19/no-robar-no-drogarse-y-no-pelearse-testimonios-revelan-las-reglas-en-escuela-de-sicarios-del-cjng/,2026-04-25T00:55:23.959361,alta
f3_120,Fase3,no hagas preguntas,"no preguntes, calla y obedece, no cuestiones",control_total,Infobae,coercion,0.85,https://www.infobae.com/mexico/2025/03/19/no-robar-no-drogarse-y-no-pelearse-testimonios-revelan-las-reglas-en-escuela-de-sicarios-del-cjng/,2026-04-25T00:55:23.959361,alta
f1_171,Fase1,vacante en rancho o tequilera,"trabajo en rancho, empresa de tequila, empleo en campo",oferta_falsa,Infobae,económica,0.7,https://www.infobae.com/mexico/2025/03/19/no-robar-no-drogarse-y-no-pelearse-testimonios-revelan-las-reglas-en-escuela-de-sicarios-del-cjng/,2026-04-25T00:55:23.959361,alta
